FREQUENCY,NUMBER,WORDS,CATEGORY
488,20,A Living Diaphragm That Opens or Contracts Based on the Quality of Views We Entertain,Lexicon
488,20,"I Am Shown the Image of a Woman Sculpting Viscous, Luminescent Streams of Color in the Sky",Lexicon
488,20,Imagination Features My Relationship to Possibility. I Project What I Am Willing to Assume.,Lexicon
488,20,Stating 'I Am' Clearly Is the Most Efficient Route to Any Claim. To State 'I Am' (And Mean It) Makes It So.,Lexicon
488,20,Thank You for the Opportunities You Make Apparent When the Time Is Right for Them to Land,Prayer
488,20,Thank You for This Uncapped Luxury: Continual Enjoyment of the Very Best of Everything We Love,Prayer
488,20,The Angel of Originality Walks the Pathway of Personality to Become the Embodiment of Contribution,64 Angels
488,20,"The Magical Reminders of Our Progress (Star of Beauty, Platinum White Rings, and so Much More)",Lexicon
488,20,The Qualities + Powers That Await Full Reclamation of the Nature of the Heroes That We Are,Lexicon
488,20,The Touchstone of Truth Is a Promise That Anything Pressed to It Will Be Converted,Lexicon
488,20,This Is You. Elegance. Carry Yourself With Absolute Sovereignty. Absolute Assurance of Your Status.,Lexicon
488,20,We Are Not Separate From the Truth. Truth Is Not Distant From Us or Withheld.,Lexicon
488,20,What I Love I Love on Purpose - to Reveal Myself to Me. No Matter What It Is That I May Love.,Lexicon
488,20,"Without Warning, My Mind Explodes With a Sense of All the Angels Cheering in Response",Lexicon
488,20,You Have Discovered This. Now You Will Not Fail to Live It. You Know All You Need to Know on This Subject.,Lexicon
488,20,"You Need Not Fear Anything. You Need Not Fear Anything. You Are Creator of Worlds, and Have Been for a Very Long Time.",Lexicon
489,21,Beauty Is the Frequency That You Have Come to Amplify Through Your Imagination + Kind Eyes. Fall in Love With Beauty.,Lexicon
489,21,Conscious Growth of My Own Personal Self-Concepts Actively Permits More Life to Flow,Lexicon
489,21,Rise to the Heights on Those Magnificent Angel Wings. Heights of the Crystalline Vision.,Lexicon
489,21,Silence Holds the Powerful Potential of Your Words. Rest in Silence Until Words Emerge.,Lexicon
489,21,The Angel of Partnership Walks the Pathway of Recognition to Become the Embodiment of Merging,64 Angels
490,13,All Who Touch You Will Be Touched; All Who Find Their Way to You Will Be Changed; All Who Receive You Will Receive All of You,Lexicon
490,13,Collapsing the Divide Between What We Consider Common + What We Have Come to Think of as Divine,Lexicon
490,13,Conscious Growth of My Own View of Self Is What Proactively Permits More Life to Flow,Lexicon
490,13,Conscious Growth of Personal Self-Concept Is What Actively Permits More Life to Flow,Lexicon
490,13,"Don't Fear the Depths - Return to Them. They Protect, Fertilize, and Produce What You Direct.",Lexicon
490,13,I Am the Angel of Worth. I Walk the Pathway of Receptivity to Become the Embodiment of Supreme Bounty.,Lexicon
490,13,Open the Doors of Your Heart. Courage Is Found in Your Love. Wisdom Is Found in Your Love. Impact Is Held in Your Love.,Lexicon
490,13,Thank You for the Masterpiece You Have Prepared for Us. Thank You for Entrusting Us to Share It!,Lexicon
490,13,The Angel of Conviction Walks the Pathway of Wholeheartedness to Become the Embodiment of Daring,64 Angels
490,13,The Conscious Growth of Our Own Personal Self-Concept Actively Permits Our Life to Flow,Lexicon
490,13,The Conscious Growth of Your Own Personal Self-Concept Actively Permits Your Life to Flow,Lexicon
490,13,The Same Word Can Be Used to Transfer Many Different Values. The Quality of Each Will Be Distinct.,Lexicon
490,13,This Angel Might Just Be the Next We Meet With - An Exciting Proposition for Us Both,Lexicon
491,14,Decide to Pause + Breathe This In. The Powerful Endorsement Is Requesting to Be Consciously Received.,Lexicon
491,14,Every Breath + Common Gesture Is a Portrait of Perfection. Realize This Perfection Within You.,Lexicon
491,14,I Am the Angel of Inception. I Walk the Pathway of Anticipation to Become the Embodiment of The Supernova.,64 Angels
491,14,My Ideas Must Be Used to Stretch the Field of Expectation From Which My Behavior Tends to Flow,Lexicon
491,14,"My Strong, Healthy, Elegant, Patient, Kind, Intelligent, Generous + Beautiful, Sensual, Magnificent Body",Lexicon
491,14,Nothing Stands in Contrast to the Light of Goodness. Every Act Contributes to the Good.,Lexicon
491,14,"Often, I Am Gifted New Awareness as a Wordless Understanding - Offered Over as a 'Bundle', All-At-Once",Lexicon
491,14,"The ‘Person’ Is a Consequence of Countless Shifting Factors, Coalescing to Contribute as a Whole",Lexicon
491,14,The Angel of Progress Walks the Pathway of Adventure to Become the Embodiment of Surprise,64 Angels
491,14,The Essential Tenor of Your Feeling Is the Measure of the Merit of Belief. Truth Produces Freedom You Can Feel.,Lexicon
491,14,To Speak in Such Terms Is to Enter the Infinite Sea. To Choose With Intention Makes-Real.,Lexicon
491,14,We Have One Word. We Choose: LIVE. LIVE Is the Word We Would Choose. LIVE Is the Word We Would Offer.,Lexicon
491,14,You Are Alive for the Pleasure of Living. Live From the Song in Your Bones. You Have Permission to Do This.,Lexicon
491,14,Your Soul Is Called to the Dust of the Earth to Discover the Starlight Alive at the Center of You,Lexicon
492,15,"At Some Point Along the Way, We Find Ourselves Surprised to Hear the Angel Clearly Speaking",Lexicon
492,15,"I Feel Like a Breath of Springtime Air. I Feel Like a Bird, a Gentle Breeze. I Feel Crystal Clear, Completely Perfect.",Lexicon
492,15,I Stand + Walk With Confidence in the Knowledge of Life's Extravagant Generosity Toward Me,Lexicon
492,15,It Occurs to Me That Holy Announcement of Truth Is Equal to Announcement of the Whole Truth,Lexicon
492,15,The Words You Have Selected Eloquently Represent This. The Prayer of Amazement Is... Your Life.,Lexicon
492,15,This Is How to Claim the Living Template of Your Vision. This Is How to Claim Your True Design.,Lexicon
492,15,We Are Called to Celebrate the Light Within All Things: To Share What We Encounter as We Do.,Lexicon
492,15,"Whether Critical or Kind, the Current View Encourages a Kinder Distillation of That View",Lexicon
492,15,"Without Warning, My Mind Is Exploding With a Sense of All the Angels Cheering and Applauding",Lexicon
492,15,You Are the Master of Legions. We Stand at Your Beck and Call. Ours Is to Carry You Wherever You Wish to Go.,Lexicon
492,15,You Have Often Sensed the Themes We've Offered in This Session. Claim Them Absolutely as Your Own.,Lexicon
493,16,Conscious Growth of Our Own Personal Self-Concepts Actively Permits More Life to Flow,Lexicon
493,16,Conscious Growth of Your Own Personal Self-Concepts Actively Permits More Life to Flow,Lexicon
493,16,Every Act Equips Me to Progress in Love and Wisdom. Every Act Precipitates Surprise.,Lexicon
493,16,Every Deep Dark Spot of Life Is a Slingshot That Flings Us Toward What's Most Alive,Lexicon
493,16,Grace Like a Watery Light. Light That Pours Over and Into and Through You. Yours to Both Give + Receive.,Lexicon
493,16,"I Am the True King of Wands. Master-Commander. Golden King, Leader, and Friend. Embody This Same Golden Flame.",Lexicon
493,16,I Receive the Sense That the Number 64 Is Specifically Significant for This Dimension,Lexicon
493,16,"In Some Real Way, Awareness of the Blessing Is What Calls Its Essence Into Living Form",Lexicon
493,16,Intelligence Invites a Deeper Interaction With - an Intimate Encounter With - the Truth,Lexicon
493,16,"The Angel Wants for Me to Speak the Words, 'I Am the Scribe'. I Choose to Continue, as Instructed.",Lexicon
493,16,This Is Correct. We Wish to Awaken Your Inherent Knowing. We Encourage You to State It Now.,Lexicon
493,16,Truth Is the Crystalline Core. I Am the Truth at the Center. Truth at the Center of Me.,Lexicon
493,16,"Use Your Voice to Command. Speak What You Wish for, and It Will Be Yours. All You Desire to Have, Do, or Be Is Your Own.",Lexicon
493,16,We Return With Gratitude and Genuine Excitement to Proceed. My Heart Is Very Open to Receive.,Lexicon
493,16,We Wish to Repair a Minor Gap in Understanding. Your Words Are Not Different From Our Own.,Lexicon
493,16,We Wish to Tell You What You Have at Some Times Forgotten: That Your Role Is Stable and True,Lexicon
493,16,What We Love We Love on Purpose - to Reveal Us. No Matter What It Is That We May Love.,Lexicon
494,17,All I Can Think to Offer Is My Thanks. Thank You for the Treasure Trove of Wisdom You've Provided.,Lexicon
494,17,Conscious Growth of Our Own View of Self Is What Proactively Permits More Life to Flow,Lexicon
494,17,Conscious Growth of Your Own View of Self Is What Proactively Permits More Life to Flow,Lexicon
494,17,Courage Is Held in Your Love. Wisdom Is Held in Your Love. Impact Is Held in Your Love. Promise Is Held in Your Love.,Lexicon
494,17,I Am Here to Show You How Each Moment Drips With Life + Love + Beauty. There Is Only Ever Cause for Celebration.,Lexicon
494,17,"My Soul Is Porous, Receptive to Every Fresh Drop. Every Fresh Drop. Golden Drop. Precious Drop.",Lexicon
494,17,Occupy This Throne and Crown. Claim Each of Them as Your Own. Rule With Pride From the Home of Your Heart.,Lexicon
494,17,"Pure Love Inspires a Trust That Transcends Understanding, Intent, or Desire",Lexicon
494,17,Stating 'I Am' Clearly Is the Most Effective Route to Any Claim. To State 'I Am' (And Mean It) Makes It So.,Lexicon
494,17,The Pathway of Precision Is Devotional Attention to the Truth in Its Unmitigated Form,Lexicon
494,17,These Visions Must Be More Than Fantasy. That Which Is Coming Is Coming and Cannot Be Missed.,Lexicon
494,17,We Are the Goodness Life Is. We Are the Goodness - the Absolute Goodness - Life Is. We Are the Goodness of Life.,Lexicon
494,17,We Called Your Soul to the Dust of the Earth to Discover the Starlight Alive at the Center of You,Lexicon
494,17,We the Angels Venerate the Opalescent Spectacle of You. Gaze Upon the Vistas of Your Triumph.,Lexicon
494,17,Your Soul Is Called to the Dust of the Earth to Encounter the Starlight Alive at the Center of You,Lexicon
495,18,"A Fruitful Conversation: Yielding Insight After Insight in a Wonder-Filled, Enthusiastic Flow",Lexicon
495,18,All the World Around You Is a Mirror. Everything You Shrink From Shows You That Which You Are Not.,Lexicon
495,18,Demonstration Helps Us Integrate the Lessons Being Offered More Directly Than Words,Lexicon
495,18,"Just Wait. Stay Where You Are, and Just Wait. That Which Is Coming Is Coming and Cannot Be Missed.",Lexicon
495,18,Life and Nature Move in Terms of Absolute Support. There's No Exception to This Basic Law.,Lexicon
495,18,"Nothing Could Be More Natural or Easy. It's a Perfect Love Loop. By Giving, I Receive Ultimate Satisfaction.",Lexicon
495,18,"Often, You Are Gifted New Awareness as a Wordless Understanding - Offered Over as a 'Bundle', All-At-Once",Lexicon
495,18,Reminded of the Many Packets of Awareness We've Received Since the Beginning of These Sessions,Lexicon
495,18,Rise to the Heights of Your Knowing. Claim What You Know to Be True. Speak With Ferocious Precision.,Lexicon
495,18,The Angel of Worth Walks the Pathway of Receptivity to Become the Embodiment of Supreme Bounty,Lexicon
495,18,The Insight Lands as a Complete Awareness I Can Somehow Sense Within My Body More Than 'Hear',Lexicon
495,18,"The Same Diamond Presence That Activates Worlds, and Has Done so Across Countless Eons",Lexicon
495,18,"This Is What You Have Arrived Here at This Time to Do. Do Not Forget, Angel King. Queen. Star. Diamond.",Lexicon
495,18,"This Reminds Me of the Prayer of Amazement, Which the Angel of Enrichment First Proposed",Lexicon
495,18,Truth Expresses Life + Goodness. You Experience as Much of This as Your Beliefs Permit You to Receive.,Lexicon
495,18,White Light Producing Rainbows Through a Totally Transparent Crystal Prism,Lexicon
495,18,"You Are a Crystal Clear Channel. You May Claim That, if You Wish. Channel Is Music, if Opened + Clean. Yours Is Entirely Clean.",Lexicon
496,19,Focus Harnesses Awareness. Imagination Stimulates Feeling. Behavior Personalizes Action.,Lexicon
496,19,Imagination Features Your Relationship to Possibility. You Project What You Are Willing to Assume.,Lexicon
496,19,Life Is Color; Color Is Expression; All Is Art. Every Color Harnesses Perfection. All Is Art.,Lexicon
496,19,My Vision Must Be Bright Enough to Burn Through Any Sense of Limitation to Reveal the Truth,Lexicon
496,19,"Strong, Healthy, Elegant, Patient, Kind, Intelligent, Generous + Beautiful, Sensual, Magnificent Bodies",Lexicon
496,19,The Angel of Inception Walks the Pathway of Anticipation to Become the Embodiment of The Supernova,64 Angels
496,19,The Conscious Growth of My Own Personal Self-Concept Actively Permits More Life to Flow,Lexicon
496,19,"The Hero Is Invited to Emerge. In Order to Achieve This, There Must Be a Letting-Go of Prior Forms.",Lexicon
496,19,"The Image of a Human Standing Near a Tree: Invisibly, a Loop of Breath Asserts Itself Between Them",Lexicon
496,19,The Relational Condition Serves Expression. Life Enjoys the Act of Witnessing Itself.,Lexicon
496,19,Throne of the High-Heart Perspective. Occupy This Throne and Crown. Claim Each of Them as Your Own.,Lexicon
496,19,Use Us to Heal + to Create. Use Us to Remember Who You Are. Use Us to Relax + to Return to Your Own Light.,Lexicon
496,19,You Are King of Angels. Captain and Commander. Lord of Hosts. Stand in Ownership of This Position.,Lexicon
496,19,You Are Queen of Angels. Captain and Commander. Lord of Hosts. Stand in Ownership of This Position.,Lexicon
496,19,You Are the Angel of Music. Poet of Poets. The Muse. Sing From the Highest of Rooftops. Sing of the Life You Enjoy.,Lexicon
497,20,Awareness Cannot Generate Behavior Without Generating Fresh Assumptions First,Lexicon
497,20,"Guardianship of All Thoughts, Words, Ideas: Prerequisite to Conscious Growth, True Creation",Lexicon
497,20,I Am Shown a Web of Infinite Proportions. Any Minor Movement Causes the Entire Web to Come Alive.,Lexicon
497,20,The Conscious Growth of My Own Personal Self-Concepts Actively Permits My Life to Flow,Lexicon
497,20,We Are Stricken Speechless With Amazement. The Angel Has Been Preparing This for Us!,Lexicon
497,20,We Called Your Soul to the Dust of the Earth to Encounter the Starlight Alive at the Center of You,Lexicon
497,20,We Perceive Art Through Filters of Assumption That Determine How We Feel About the Art,Lexicon
498,21,Enjoyment Is a Sacred Act. Any Small Act of Authentic Enjoyment Applies. This Is Thanksgiving.,Lexicon
498,21,Every Act Equips Us to Progress in Love and Wisdom. Every Act Precipitates Surprise.,Lexicon
498,21,Every Spark of Life Provides Its Perfect Contribution; Every Life Contributes to the Whole,Lexicon
498,21,It Occurs to Me That Holy Announcement of Truth Is Equal to Announcement of Unmitigated Truth,Lexicon
498,21,Learn to Feel the Clarity of Lightness: Memory of Angelhood in You. Feel the Gentle Light of Your Own Goodness.,Lexicon
498,21,"Possibility Is Like an Ocean of Potential Without End. Anything and Everything Can Be. In Fact, It Is Already.",Lexicon
498,21,This Communication Is Different. This Is the Way of Enrichment. This Method Anchors Wisdom.,Lexicon
498,21,True Knowing Is an Absolute Conviction of True Safety. (This Safety Is Relentlessly Affirmed.),Lexicon
498,21,"True Love Inspires a Trust That Transcends Understanding, Intent, or Desire",Lexicon
498,21,"When You Choose to Receive in a Certain Direction, You Activate Power - Permitting the Wish to Fulfill",Lexicon
498,21,Words Are the Vehicle Only; They Can Be Living or Dead. Living Words Move on the Force and Momentum of Life.,Lexicon
498,21,You Are a Creator-God. Angel-King Presence. Active Commander. Empowered Director of All That Your Life Will Become.,Lexicon
498,21,You Are a Creator-God. Angel-Queen Presence. Active Commander. Empowered Director of All That Your Life Will Become.,Lexicon
498,21,You Are the Crystalline Action. You Are the Great Act of Life. You Are a Verb: Crystal Being. You Are Occurring. Right Now.,Lexicon
498,21,"Your Soul Is Porous, Receptive to Every Fresh Drop. Every Fresh Drop. Golden Drop. Precious Drop.",Lexicon
499,22,Convert Heavy Moments Into Conscious Thank-You’s by Invoking the Angel of Beauty in Every Domain of the Life,Lexicon
499,22,Declare the Truth With Passion and Precision. Fill Yourself With Knowledge of the Truth.,Lexicon
499,22,Our Ideas Must Be Used to Stretch the Field of Expectation From Which Our Behavior Tends to Flow,Lexicon
499,22,The Entries Made It Clear Which of the Angels Was Responsible for This Coherent Stream,Lexicon
499,22,"Two Winged White Lions. Pristine White Fur. Very Large Wings. Magnificent, Regal Beings.",Lexicon
499,22,We Recognize the Angels. (They Are Celebrating in Response!) They Have Been Preparing This for Us!,Lexicon
499,22,You Are an Angel King. Rise up on Your Rainbow Wings. Wings Are Your Focus-of-Heart. Laser-Beam Angel: Make Light.,Lexicon
499,22,Your Ideas Must Be Used to Stretch the Field of Expectation From Which Your Behavior Tends to Flow,Lexicon
500,5,All That You Adore Provokes a Positive Response in You on Purpose; All That You Adore Responds to You,Lexicon
500,5,Everything You Need Is Freely Given. That Support Is Built Into the Very Laws + Nature of Your Life.,Lexicon
500,5,I Am Safe Forever and Completely. I Am Held. I Am Celebrated and Supported. I Am Free. I Am Rich and Favored. All Is Well.,Lexicon
500,5,"I Receive + Give Abundantly, in Every Way That I Am Able To. This Includes My Time, Attention, Love, and Money, Too.",Lexicon
500,5,Life Seeds Every Moment With the Promise of Fulfillment. Every Seed so Planted Must Produce.,Lexicon
500,5,Our Vision Must Be Bright Enough to Burn Through Any Sense of Limitation to Reveal the Truth,Lexicon
500,5,"Permit Supreme Bounty. This Bounty Pours Out of Us Into You, and From You Overflows to the World.",Lexicon
500,5,Rest in Full Assurance of Your Competence + Stature. Ground Yourself in Knowing; Trust Your Voice.,Lexicon
500,5,Thanksgiving Is Enjoyment. Enjoyment Is Embodiment of Prayer. The Prayer of Amazement Is My Life.,Lexicon
500,5,The Conscious Growth of Our Own Personal Self-Concept Actively Permits More Life to Flow,Lexicon
500,5,The Conscious Growth of Your Own Personal Self-Concept Actively Permits More Life to Flow,Lexicon
500,5,"The Diamond Presence That Activates Worlds, and Has Done so Across Countless Eons of Time",Lexicon
500,5,"Truth Is Always Obvious and Kind. If Something Appears Obvious but Isn’t Kind, It Isn’t True.",Lexicon
500,5,You Are an Infinite Well. Beauty Will Never Run Dry. Share What Is Beautiful. This Is the Way to Create.,Lexicon
500,5,Your Vision Must Be Bright Enough to Burn Through Any Sense of Limitation to Reveal the Truth,Lexicon
501,6,I Am Known to Those Who Seek Me Out. I Appear to Those With Eyes to See. You Have Met Me Many Times Before.,Lexicon
501,6,"Know Yourself to Be Invincible. Gather Yourself, Then Take Wing. Gather Yourself, Then Take Flight.",Lexicon
501,6,"Speak With Conviction. Command. State What Is Yours, Claim It Fully. Take Ownership of Your Role.",Lexicon
501,6,This Has Been More Helpful Than We Have the Words to Say. We Thank You for the Blessing You Have Been.,Lexicon
501,6,"This World Enacted by What You Have Chosen Is Good. You Are Empowered to Listen, Receive, and Transmit.",Lexicon
501,6,"This World Enacted by What You Have Chosen Is Good. You Are Empowered to Listen, Receive, and Transmit.",Lexicon
501,6,Truth Expresses Life + Goodness. I Experience as Much of This as My Beliefs Permit Me to Receive.,Lexicon
501,6,We Speak From a Well of Wisdom Without End. We Share Words and Wisdom From This Well.,Lexicon
501,6,You Are an Infinite Well. Beauty Will Never Run Dry. Share What Is Beautiful. That Is the Way to Create.,Lexicon
502,7,"His Posture, His Gait, His Expression: All Are Absolutely Sovereign, Sure-of-Self, Unfaltering",Lexicon
502,7,I Am the Angel of Majesty. I Walk the Pathway of Empowerment to Become the Embodiment of Strength.,64 Angels
502,7,"I Am Thor Horus, the Ancient. Solar Defender + Friend. I Am the Rock of the Ages, Upon Whom Your Souls Can Depend.",Lexicon
502,7,"Infinite Means to Expand. Infinite Means to Expand Without Ending, for Good. Emphasis Here Is on Good.",Lexicon
502,7,"Instantly, I Become Aware of What the Angel Means. The Words That It Refers to Are: I Am. I Am Now.",Lexicon
502,7,Kindness Is Inherently Productive. Kindness Toward the Self Reveals the Truth.,Lexicon
502,7,Light Is Expression of Life. Life Is the Whole: Carried Through to Expression Through Light.,Lexicon
502,7,Releasing What You Don't Love Clears the Way. Releasing Sheds Distraction From the Truth.,Lexicon
502,7,The Qualities and Powers That Await Full Reclamation of the Nature of the Heroes That We Are,Lexicon
502,7,This Is the Way of Enrichment. Love What You Love. Love It Well. This Is the Way of Enrichment.,Lexicon
502,7,"We Are the Diamond Presence That Activates Worlds, and Has Done so Across Countless Eons",Lexicon
502,7,"What You Most Need + Want Is What I Have to Give. Nothing Could Be More Natural or Easy, and Vice Versa.",Lexicon
502,7,"With These Words, My Mind Is Flooded With a Vision of the Angels Formed in Flawless Rank + File",Lexicon
502,7,"Without Warning, My Mind Explodes With a Sense of All the Angels Applauding in Response",Lexicon
502,7,Yours Is a Force That Absorbs + Produces the Truth. Your Very Existence Produces a Force Field of Impact.,Lexicon
503,8,[Step 1:] Crown Yourself in Knowing. [Step 2:] Pray Without Ceasing. [Step 3:] Prepare to Be Amazed.,Lexicon
503,8,Beauty Is the Frequency That You Have Come to Amplify Through Your Imagination and Kind Eyes. Fall in Love With Beauty.,Lexicon
503,8,Demonstration Helps Us Integrate the Lessons More Directly + More Readily Than Words,Lexicon
503,8,"Grace Like a Watery Light. Light That Pours Over + Into + Through You. Yours to Both Give + Receive, Give Again.",Lexicon
503,8,How Can We Offer Ourselves More Completely? How Rich Can Our Life Become? Richness Expands Upon Notice.,Lexicon
503,8,Releasing the Collective Apparition Is the Very Thing That Opens Intellect to Higher Use,Lexicon
503,8,"The Quintessential Value of Experience Especially Is Measured by Its Fullness, Not Its Speed",Lexicon
503,8,"True Decadence Is the Flavor of Life on Your Tongue. True Decadence Is a Reverent, Powerful Act. It Is the Aura of Life.",Lexicon
503,8,We Wish to Remind You That Every Step Is Guarded by the Light. This Same Light Is Shining Out of You.,Lexicon
504,9,Collapsing the Divide Between What We Consider Common and What We Have Come to Think of as Divine,Lexicon
504,9,Commitment to the Self Is Simply Kindness: It Is Kindness Oriented Toward the Self,Lexicon
504,9,Declare the Truth With Passion + Precision. Fill Yourself With Awareness of the Truth.,Lexicon
504,9,"Grace Like a Watery Light. Light That Pours Over and Through You. Yours to Both Give and Receive, Give Again.",Lexicon
504,9,Life Is Executing on a Larger Scale Than I Could Ever Know. The Monumental Scope of This Astounds Me.,Lexicon
504,9,"Life Is the Whole, Carried Through to Expression Through Light. Light Is the Language We Share.",Lexicon
504,9,The Kindest View of Self Is Most Productive. Every View Excites a Kinder View to Grow.,Lexicon
504,9,This Honesty Is Lucid and Deliberate and Sharp. It Wavers Not to One Side or Another. It Declares.,Lexicon
504,9,"Without Warning, My Mind Is Exploding With a Sense of All the Angels Cheering in Response",Lexicon
505,10,Decide to Pause and Breathe This In. The Powerful Endorsement Is Requesting to Be Consciously Received.,Lexicon
505,10,Every Breath and Common Gesture Is a Portrait of Perfection. Realize This Perfection Within You.,Lexicon
505,10,"Every Human Being Is Unique, Without Compare. This Means There Is Nothing to Judgmentally Compare.",Lexicon
505,10,Every Living Moment Is Enfolded + Sustained by the Foreverness of Now. Life Is the Activity of Now.,Lexicon
505,10,"Fall in Love With Money, the Same Way You Have so Much Else. Money Is Your Trusted Friend. Be a Good Friend to Money, Too.",Lexicon
505,10,Goodness Not Only Prevails; Goodness Is All That There Is. Goodness Is All That There Is.,Lexicon
505,10,I Am the Angel of Redemption. I Walk the Pathway of Realization to Become the Embodiment of Understanding.,64 Angels
505,10,"I Am the Same Diamond Presence That Activates Worlds, and Has Done so Across Countless Eons",Lexicon
505,10,Like a Living Diaphragm That Opens or Contracts Based on the Quality of Views We Entertain,Lexicon
505,10,The Conscious Growth of Our Own Personal Self-Concepts Actively Permits Our Life to Flow,Lexicon
505,10,The Conscious Growth of This Unique Perspective Is What Actively Permits Life to Flow,Lexicon
505,10,The Conscious Growth of Your Own Personal Self-Concepts Actively Permits Your Life to Flow,Lexicon
505,10,Water This World With the Best of What You've Come to Know. Never Hold Back. Never Stop.,Lexicon
505,10,Wisdom Is Held in My Love. Impact Is Held in My Love. Promise Is Held in My Love. Honesty Is Held in My Love.,Lexicon
506,11,Beauty Is the Frequency of Life That You Have Come to Amplify Through Your Imagination + Kind Eyes. Fall in Love With Beauty.,Lexicon
506,11,Darkness Is Not Empty. Darkness Is Infinite Fullness. Emptiness Doesn't Exist.,Lexicon
506,11,I Stand and Walk With Confidence in the Knowledge of Life's Extravagant Generosity Toward Me,Lexicon
506,11,Light Is Expression of Life. Life Is the Whole That Expresses Itself Through Your Light.,Lexicon
506,11,My Role Encourages Action. I Am the Radiant Muse. Listen to My Light Expand You. Feel It Expand in Your Chest.,Lexicon
506,11,"Stand in Repose, Gentle Lion. Own the Full Truth of Your Stature. Do Not Play Small Any Longer.",Lexicon
506,11,Thank You for the Conscientious Effort You've Applied. You Have Honored Us by Your Intention. It Is Celebrated: Good + Pure.,Lexicon
506,11,The Conscious Growth of That Unique Perspective Is What Actively Permits Life to Flow,Lexicon
506,11,This Is Something We've Been Made Aware Of. We Permit Ourselves to Act on This Awareness.,Lexicon
506,11,This Is the Crystalline Call. You Know the Sense of This Calling. You Know the Way That It Feels.,Lexicon
507,12,Conscious Growth of This Unique Perspective Is What Actively Permits More Life to Flow,Lexicon
507,12,It Soon Becomes Apparent That the 'Silence' I've Encountered Is Not Emptiness but Fullness,Lexicon
507,12,My Time Is Preoccupied With Planning Celebrations: I Collaborate With Others Toward This End,Lexicon
507,12,"Shine, Little Droplet - Crystalline Droplet - The Sun. Resplendent Crystalline Sun.",Lexicon
507,12,"The Angel Is Inviting Me to Implement This Lesson in Real Time. I Choose to Accept, Beginning Now.",Lexicon
507,12,The Angel of Majesty Walks the Pathway of Empowerment to Become the Embodiment of Strength,64 Angels
507,12,The Extreme Clarity of This (Final) Statement Makes My Heart Race. I Feel so Excited by the Words!,Lexicon
507,12,The Theme of Death Refers to Shedding Layers of Disempowerment + Fear. The Hero Is Invited to Emerge.,Lexicon
507,12,Your Light Is Pure Light. Light Is the Color of Life. Light Is Color. Color Is Expression. All Is Art.,Lexicon
507,12,"Your Path Is Narrow + True. Firm, and Dependable, Too. Of Two Paths, Follow the One With Deep Roots.",Lexicon
508,13,Conscious Growth of That Unique Perspective Is What Actively Permits More Life to Flow,Lexicon
508,13,"Light, Love, and Goodness Live at the Center of You. Life Is the Infinite Center. Life Is the Fresh Scent of You.",Lexicon
508,13,Not One Small Drop of the Light That Is You Has Been Lost or Forgotten. No Part of You Is Withheld.,Lexicon
508,13,"Shine Like the Tower You Are. Shine Little Starseed, Magnificent Light. Cast Your Light Into the Day.",Lexicon
508,13,This Is the Way That Your Heart Brings to Life What It Loves. Love What You Would Bring to Life.,Lexicon
508,13,"We Submit Ourselves to Your Direction, Gratefully Inviting Any Form of Conversation You Suggest",Lexicon
508,13,Writing Has a Special Power. Do Not Be Afraid to Give This Time. There Is Nothing More Productive.,Lexicon
508,13,You Will Heal + Beautify the World Within Yourself + Within Others. Do Not Be Distracted From This Aim.,Lexicon
509,14,An Anvil Falls From the Sky + Crashes to the Earth With a THUD. The Tremors Are Audible + Tangible.,Lexicon
509,14,Properly Attune the Words of This Transmission to the Cadence of the Angel's Native Voice,Lexicon
509,14,Sit Still. You Are so Large. Trust the Impact of Your Light. Trust the Impact of Your Presence.,Lexicon
509,14,This Death Is Not a Dying but Appropriate Releasing. It Permits the Liberation That Ensues.,Lexicon
509,14,Truth Expresses Life and Goodness. You Experience as Much of This as Your Beliefs Permit You to Receive.,Lexicon
509,14,"When You Decide, Mountains Move. You Do Not Move Them. They Move. This Is the Art of Decision. It Is a Literal Force.",Lexicon
509,14,"You Are a Crystal Clear Channel. You May Claim That, if You Wish. Channel Is Music, if Opened and Clean. Yours Is Entirely Clean.",Lexicon
509,14,You Are Constant Generators of Assumption. Life Offers Only Cause for Celebration. Anticipate Good Outcomes.,Lexicon
509,14,"You Are the Same Diamond Presence That Activates Worlds, and Has Done so Across Countless Eons",Lexicon
509,14,Your Soul Has Been Called to the Dust of the Earth to Discover the Starlight Alive at the Center of You,Lexicon
510,6,"Cast Off All Worry. Yours Is a Crystal White Mansion: Home of the Heart, Crystal White Angels' Abode.",Lexicon
510,6,Deeper Than Words Is the Wisdom That Motivates Them. This Wisdom Need Not Be Spoken.,Lexicon
510,6,Do Not Be Distracted From This Aim: Drink of the Light Like a River. Emerge on the Wings of the Night.,Lexicon
510,6,Follow Your High Feeling to the Frequency of Heaven That Excites You. Life Moves to Express It When You Do.,Lexicon
510,6,"I Am the Diamond Presence That Activates Worlds, and Has Done so Across Countless Eons of Time",Lexicon
510,6,Life Is Executing on a Larger Scale Than You Could Ever Know. The Monumental Scope of This Is Astounding.,Lexicon
510,6,Listen to This Light Expand You. Feel It Expand in Your Chest. This Is the Thrill of Enjoyment.,Lexicon
510,6,"Our Strong, Healthy, Elegant, Patient, Kind, Intelligent, Generous + Beautiful, Sensual, Magnificent Bodies",Lexicon
